,userName,score,at,content,sentiment,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
2462,Agra Satria,5,2022-04-12 16:48:18,sangat memuaskan bisa melihat riwayat pembayaran dan yg lainnya dan jg gak perlu repot menyiapkan uang lebih tinggal lihat di aplikasi myindihome trus bayar dehterimakasih my indihome semoga kedepannya maju terussemangat,1,"['sangat', 'memuaskan', 'bisa', 'melihat', 'riwayat', 'pembayaran', 'dan', 'yg', 'lainnya', 'dan', 'jg', 'gak', 'perlu', 'repot', 'menyiapkan', 'uang', 'lebih', 'tinggal', 'lihat', 'di', 'aplikasi', 'myindihome', 'trus', 'bayar', 'dehterimakasih', 'my', 'indihome', 'semoga', 'kedepannya', 'maju', 'terussemangat']",<FreqDist with 30 samples and 31 outcomes>,"['memuaskan', 'riwayat', 'pembayaran', 'repot', 'uang', 'tinggal', 'aplikasi', 'myindihome', 'bayar', 'dehterimakasih', 'indihome', 'semoga', 'kedepannya', 'maju', 'terussemangat']","['memuaskan', 'riwayat', 'pembayaran', 'repot', 'uang', 'tinggal', 'aplikasi', 'myindihome', 'bayar', 'dehterimakasih', 'indihome', 'semoga', 'kedepannya', 'maju', 'terussemangat']","['muas', 'riwayat', 'bayar', 'repot', 'uang', 'tinggal', 'aplikasi', 'myindihome', 'bayar', 'dehterimakasih', 'indihome', 'moga', 'depan', 'maju', 'terussemangat']"
2463,DOWN BLACK,5,2022-04-12 12:37:46,pengalaman memakai indihome sih dr awal emang sangat bagus ketimbang yg pakai provider yg laindr awal udah sangat jatuh cinta sama indihomeya sekalipun terkadang ada kendala soal jaringan yang suka lodingnya lambat tetap aja indihome slalu di hati untuk aplikasinya juga udh baikbagus lah jadi bisa tau detail mengenai kecepatan internet yg kita pakai makasih indihome selalu ada untuk indonesia,1,"['pengalaman', 'memakai', 'indihome', 'sih', 'dr', 'awal', 'emang', 'sangat', 'bagus', 'ketimbang', 'yg', 'pakai', 'provider', 'yg', 'laindr', 'awal', 'udah', 'sangat', 'jatuh', 'cinta', 'sama', 'indihomeya', 'sekalipun', 'terkadang', 'ada', 'kendala', 'soal', 'jaringan', 'yang', 'suka', 'lodingnya', 'lambat', 'tetap', 'aja', 'indihome', 'slalu', 'di', 'hati', 'untuk', 'aplikasinya', 'juga', 'udh', 'baikbagus', 'lah', 'jadi', 'bisa', 'tau', 'detail', 'mengenai', 'kecepatan', 'internet', 'yg', 'kita', 'pakai', 'makasih', 'indihome', 'selalu', 'ada', 'untuk', 'indonesia']",<FreqDist with 51 samples and 60 outcomes>,"['pengalaman', 'memakai', 'indihome', 'emang', 'bagus', 'ketimbang', 'pakai', 'provider', 'laindr', 'jatuh', 'cinta', 'indihomeya', 'terkadang', 'kendala', 'jaringan', 'suka', 'lodingnya', 'lambat', 'indihome', 'slalu', 'hati', 'aplikasinya', 'udh', 'baikbagus', 'detail', 'kecepatan', 'internet', 'pakai', 'makasih', 'indihome', 'indonesia']","['pengalaman', 'memakai', 'indihome', 'emang', 'bagus', 'ketimbang', 'pakai', 'provider', 'laindr', 'jatuh', 'cinta', 'indihomeya', 'terkadang', 'kendala', 'jaringan', 'suka', 'lodingnya', 'lambat', 'indihome', 'slalu', 'hati', 'aplikasinya', 'udh', 'baikbagus', 'detail', 'kecepatan', 'internet', 'pakai', 'makasih', 'indihome', 'indonesia']","['alam', 'pakai', 'indihome', 'emang', 'bagus', 'ketimbang', 'pakai', 'provider', 'laindr', 'jatuh', 'cinta', 'indihomeya', 'terkadang', 'kendala', 'jaring', 'suka', 'lodingnya', 'lambat', 'indihome', 'slalu', 'hati', 'aplikasi', 'udh', 'baikbagus', 'detail', 'cepat', 'internet', 'pakai', 'makasih', 'indihome', 'indonesia']"
2464,Gangsar Arman,1,2022-04-12 09:59:42,aplikasi sangat tidak bergunalemotlayanan aduan selalu ada notif sedang diperbaruiterus gimana caranya kalau mau komplain soal wifi yang tidak bisa digunakan,-1,"['aplikasi', 'sangat', 'tidak', 'bergunalemotlayanan', 'aduan', 'selalu', 'ada', 'notif', 'sedang', 'diperbaruiterus', 'gimana', 'caranya', 'kalau', 'mau', 'komplain', 'soal', 'wifi', 'yang', 'tidak', 'bisa', 'digunakan']",<FreqDist with 20 samples and 21 outcomes>,"['aplikasi', 'bergunalemotlayanan', 'aduan', 'notif', 'diperbaruiterus', 'komplain', 'wifi']","['aplikasi', 'bergunalemotlayanan', 'aduan', 'notif', 'diperbaruiterus', 'komplain', 'wifi']","['aplikasi', 'bergunalemotlayanan', 'adu', 'notif', 'diperbaruiterus', 'komplain', 'wifi']"
2465,rm teguh alfian dn,1,2022-04-12 08:43:26,indihome belakangan ini sering banget bermasalah kita sudah bayar mahal tetapi pelayanan dari cs dan tekhnisinya sangat kurang profesional percuma kami membayar mahal jika internet yang sudah kami bayar tidak bisa di gunakan sering putus koneksi,-1,"['indihome', 'belakangan', 'ini', 'sering', 'banget', 'bermasalah', 'kita', 'sudah', 'bayar', 'mahal', 'tetapi', 'pelayanan', 'dari', 'cs', 'dan', 'tekhnisinya', 'sangat', 'kurang', 'profesional', 'percuma', 'kami', 'membayar', 'mahal', 'jika', 'internet', 'yang', 'sudah', 'kami', 'bayar', 'tidak', 'bisa', 'di', 'gunakan', 'sering', 'putus', 'koneksi']",<FreqDist with 31 samples and 36 outcomes>,"['indihome', 'banget', 'bermasalah', 'bayar', 'mahal', 'pelayanan', 'cs', 'tekhnisinya', 'profesional', 'membayar', 'mahal', 'internet', 'bayar', 'putus', 'koneksi']","['indihome', 'banget', 'bermasalah', 'bayar', 'mahal', 'pelayanan', 'cs', 'tekhnisinya', 'profesional', 'membayar', 'mahal', 'internet', 'bayar', 'putus', 'koneksi']","['indihome', 'banget', 'masalah', 'bayar', 'mahal', 'layan', 'cs', 'tekhnisinya', 'profesional', 'bayar', 'mahal', 'internet', 'bayar', 'putus', 'koneksi']"
2466,05 Aditia Agung Firmansyah,5,2022-04-12 08:34:58,aplikasi sangat membantu semua informasi yang aku inginkan ada di sini tapi perlu di perbaiki aplikasi leg saat dibuka beberapa kali terimakasi,1,"['aplikasi', 'sangat', 'membantu', 'semua', 'informasi', 'yang', 'aku', 'inginkan', 'ada', 'di', 'sini', 'tapi', 'perlu', 'di', 'perbaiki', 'aplikasi', 'leg', 'saat', 'dibuka', 'beberapa', 'kali', 'terimakasi']",<FreqDist with 20 samples and 22 outcomes>,"['aplikasi', 'membantu', 'informasi', 'perbaiki', 'aplikasi', 'leg', 'dibuka', 'terimakasi']","['aplikasi', 'membantu', 'informasi', 'perbaiki', 'aplikasi', 'leg', 'dibuka', 'terimakasi']","['aplikasi', 'bantu', 'informasi', 'baik', 'aplikasi', 'leg', 'buka', 'terimakasi']"
2467,Fendik Aphee,1,2022-04-12 04:49:44,susah logingiliran sudah login aplikasi lemot poll informasi yg  kasih jg tidak lengkap dan sangat kurang membantu verifikasi email jg sangat susah udah th email belum terverifikasi,-1,"['susah', 'logingiliran', 'sudah', 'login', 'aplikasi', 'lemot', 'poll', 'informasi', 'yg', 'kasih', 'jg', 'tidak', 'lengkap', 'dan', 'sangat', 'kurang', 'membantu', 'verifikasi', 'email', 'jg', 'sangat', 'susah', 'udah', 'th', 'email', 'belum', 'terverifikasi']",<FreqDist with 23 samples and 27 outcomes>,"['susah', 'logingiliran', 'login', 'aplikasi', 'lemot', 'poll', 'informasi', 'kasih', 'lengkap', 'membantu', 'verifikasi', 'email', 'susah', 'email', 'terverifikasi']","['susah', 'logingiliran', 'login', 'aplikasi', 'lemot', 'poll', 'informasi', 'kasih', 'lengkap', 'membantu', 'verifikasi', 'email', 'susah', 'email', 'terverifikasi']","['susah', 'logingiliran', 'login', 'aplikasi', 'lot', 'poll', 'informasi', 'kasih', 'lengkap', 'bantu', 'verifikasi', 'email', 'susah', 'email', 'verifikasi']"
2468,a sahid arifin,1,2022-04-12 04:38:16,saya mengatur nomer indihome yg milik saya yg ke milik kantor tetapi yg no tidak terdaftar paket sedangkan tagihan selalu ada dan selalu kita bayar niatnya saya mau upgrade speed tetapi tidak bisa karena noml kantor tidak terdaftar mohon untuk di bantu penyelesaian masalahnya sudah di coba hapus cache atau data myindihome atau uninstall tapi tetap sama tidak berpengaruh,-1,"['saya', 'mengatur', 'nomer', 'indihome', 'yg', 'milik', 'saya', 'yg', 'ke', 'milik', 'kantor', 'tetapi', 'yg', 'no', 'tidak', 'terdaftar', 'paket', 'sedangkan', 'tagihan', 'selalu', 'ada', 'dan', 'selalu', 'kita', 'bayar', 'niatnya', 'saya', 'mau', 'upgrade', 'speed', 'tetapi', 'tidak', 'bisa', 'karena', 'noml', 'kantor', 'tidak', 'terdaftar', 'mohon', 'untuk', 'di', 'bantu', 'penyelesaian', 'masalahnya', 'sudah', 'di', 'coba', 'hapus', 'cache', 'atau', 'data', 'myindihome', 'atau', 'uninstall', 'tapi', 'tetap', 'sama', 'tidak', 'berpengaruh']",<FreqDist with 45 samples and 59 outcomes>,"['mengatur', 'nomer', 'indihome', 'milik', 'milik', 'kantor', 'terdaftar', 'paket', 'tagihan', 'bayar', 'niatnya', 'upgrade', 'speed', 'noml', 'kantor', 'terdaftar', 'bantu', 'penyelesaian', 'coba', 'hapus', 'cache', 'data', 'myindihome', 'uninstall', 'berpengaruh']","['mengatur', 'nomer', 'indihome', 'milik', 'milik', 'kantor', 'terdaftar', 'paket', 'tagihan', 'bayar', 'niatnya', 'upgrade', 'speed', 'noml', 'kantor', 'terdaftar', 'bantu', 'penyelesaian', 'coba', 'hapus', 'cache', 'data', 'myindihome', 'uninstall', 'berpengaruh']","['atur', 'nomer', 'indihome', 'milik', 'milik', 'kantor', 'daftar', 'paket', 'tagih', 'bayar', 'niat', 'upgrade', 'speed', 'noml', 'kantor', 'daftar', 'bantu', 'selesai', 'coba', 'hapus', 'cache', 'data', 'myindihome', 'uninstall', 'pengaruh']"
2469,Rfatt Gimang,1,2022-04-12 03:41:19,perincian tagihan tidak jelas masa pembayaran yang seharusnya hanya rban menjadi rban sangat tidak wajar padahal tidak paket paket lain yang kami tambahkann,-1,"['perincian', 'tagihan', 'tidak', 'jelas', 'masa', 'pembayaran', 'yang', 'seharusnya', 'hanya', 'rban', 'menjadi', 'rban', 'sangat', 'tidak', 'wajar', 'padahal', 'tidak', 'paket', 'paket', 'lain', 'yang', 'kami', 'tambahkann']",<FreqDist with 18 samples and 23 outcomes>,"['perincian', 'tagihan', 'pembayaran', 'rban', 'rban', 'wajar', 'paket', 'paket', 'tambahkann']","['perincian', 'tagihan', 'pembayaran', 'rban', 'rban', 'wajar', 'paket', 'paket', 'tambahkann']","['perinci', 'tagih', 'bayar', 'rban', 'rban', 'wajar', 'paket', 'paket', 'tambahkann']"
2470,martha zifa,1,2022-04-12 03:17:22,aplikasi tidak jelas tidak memudahkan malah meribetkan saat mau login eh malah tidak bisa karena sedang peningkatan pelayanan padahal sudah  jam,-1,"['aplikasi', 'tidak', 'jelas', 'tidak', 'memudahkan', 'malah', 'meribetkan', 'saat', 'mau', 'login', 'eh', 'malah', 'tidak', 'bisa', 'karena', 'sedang', 'peningkatan', 'pelayanan', 'padahal', 'sudah', 'jam']",<FreqDist with 18 samples and 21 outcomes>,"['aplikasi', 'memudahkan', 'meribetkan', 'login', 'peningkatan', 'pelayanan', 'jam']","['aplikasi', 'memudahkan', 'meribetkan', 'login', 'peningkatan', 'pelayanan', 'jam']","['aplikasi', 'mudah', 'meribetkan', 'login', 'tingkat', 'layan', 'jam']"
2471,Seputar Listrik,5,2022-04-11 22:09:16,aplikasinya sangat membantu sekali terhadap penggunafiturnya sudah sangat lengkap memudahkan pelanggan setia nya sekedar masukan saja terhadap myindihome menu notifikasi jika ada trobel lama atau tidak nya terhadap pelanggan agar pelanggan tau jika saat ini pihak indihome masih dalam perbaikan system dll karna filosofi pelanggan itu hanya tau enaknya gak mikir seberapa berat perjuangannya terimakasih,1,"['aplikasinya', 'sangat', 'membantu', 'sekali', 'terhadap', 'penggunafiturnya', 'sudah', 'sangat', 'lengkap', 'memudahkan', 'pelanggan', 'setia', 'nya', 'sekedar', 'masukan', 'saja', 'terhadap', 'myindihome', 'menu', 'notifikasi', 'jika', 'ada', 'trobel', 'lama', 'atau', 'tidak', 'nya', 'terhadap', 'pelanggan', 'agar', 'pelanggan', 'tau', 'jika', 'saat', 'ini', 'pihak', 'indihome', 'masih', 'dalam', 'perbaikan', 'system', 'dll', 'karna', 'filosofi', 'pelanggan', 'itu', 'hanya', 'tau', 'enaknya', 'gak', 'mikir', 'seberapa', 'berat', 'perjuangannya', 'terimakasih']",<FreqDist with 46 samples and 55 outcomes>,"['aplikasinya', 'membantu', 'penggunafiturnya', 'lengkap', 'memudahkan', 'pelanggan', 'setia', 'sekedar', 'masukan', 'myindihome', 'menu', 'notifikasi', 'trobel', 'pelanggan', 'pelanggan', 'indihome', 'perbaikan', 'system', 'karna', 'filosofi', 'pelanggan', 'enaknya', 'mikir', 'berat', 'perjuangannya', 'terimakasih']","['aplikasinya', 'membantu', 'penggunafiturnya', 'lengkap', 'memudahkan', 'pelanggan', 'setia', 'sekedar', 'masukan', 'myindihome', 'menu', 'notifikasi', 'trobel', 'pelanggan', 'pelanggan', 'indihome', 'perbaikan', 'system', 'karna', 'filosofi', 'pelanggan', 'enaknya', 'mikir', 'berat', 'perjuangannya', 'terimakasih']","['aplikasi', 'bantu', 'penggunafiturnya', 'lengkap', 'mudah', 'langgan', 'setia', 'dar', 'masuk', 'myindihome', 'menu', 'notifikasi', 'trobel', 'langgan', 'langgan', 'indihome', 'baik', 'system', 'karna', 'filosofi', 'langgan', 'enak', 'mikir', 'berat', 'juang', 'terimakasih']"
2472,zaenal abidin,5,2022-04-11 21:33:32,saya pengguna baru indihome pas bgt pindah rumah ada promo indihome untuk jaringannya didaerah saya sangat bagus  alhmdlillh tdk prnh ada mslh anak saya smp betah dirmh cm sayangnya klo mau tambah paket aplikasi tv nya agak ribet aja sukses selalu indihome,1,"['saya', 'pengguna', 'baru', 'indihome', 'pas', 'bgt', 'pindah', 'rumah', 'ada', 'promo', 'indihome', 'untuk', 'jaringannya', 'didaerah', 'saya', 'sangat', 'bagus', 'alhmdlillh', 'tdk', 'prnh', 'ada', 'mslh', 'anak', 'saya', 'smp', 'betah', 'dirmh', 'cm', 'sayangnya', 'klo', 'mau', 'tambah', 'paket', 'aplikasi', 'tv', 'nya', 'agak', 'ribet', 'aja', 'sukses', 'selalu', 'indihome']",<FreqDist with 37 samples and 42 outcomes>,"['pengguna', 'indihome', 'pas', 'pindah', 'rumah', 'promo', 'indihome', 'jaringannya', 'didaerah', 'bagus', 'alhmdlillh', 'prnh', 'mslh', 'anak', 'smp', 'betah', 'dirmh', 'sayangnya', 'paket', 'aplikasi', 'tv', 'ribet', 'sukses', 'indihome']","['pengguna', 'indihome', 'pas', 'pindah', 'rumah', 'promo', 'indihome', 'jaringannya', 'didaerah', 'bagus', 'alhmdlillh', 'prnh', 'mslh', 'anak', 'smp', 'betah', 'dirmh', 'sayangnya', 'paket', 'aplikasi', 'tv', 'ribet', 'sukses', 'indihome']","['guna', 'indihome', 'pas', 'pindah', 'rumah', 'promo', 'indihome', 'jaring', 'daerah', 'bagus', 'alhmdlillh', 'prnh', 'mslh', 'anak', 'smp', 'betah', 'dirmh', 'sayang', 'paket', 'aplikasi', 'tv', 'ribet', 'sukses', 'indihome']"
2473,Yudi Prasetyo,5,2022-04-11 20:43:19,aplikasi yg sangat bermanfaat memudahkan dlm mengakses fitur add on ataupun laporan gangguan nggak kecewa udah berlangganan lebih dari tahun,1,"['aplikasi', 'yg', 'sangat', 'bermanfaat', 'memudahkan', 'dlm', 'mengakses', 'fitur', 'add', 'on', 'ataupun', 'laporan', 'gangguan', 'nggak', 'kecewa', 'udah', 'berlangganan', 'lebih', 'dari', 'tahun']",<FreqDist with 20 samples and 20 outcomes>,"['aplikasi', 'bermanfaat', 'memudahkan', 'mengakses', 'fitur', 'add', 'laporan', 'gangguan', 'nggak', 'kecewa', 'berlangganan']","['aplikasi', 'bermanfaat', 'memudahkan', 'mengakses', 'fitur', 'add', 'laporan', 'gangguan', 'nggak', 'kecewa', 'berlangganan']","['aplikasi', 'manfaat', 'mudah', 'akses', 'fitur', 'add', 'lapor', 'ganggu', 'nggak', 'kecewa', 'langgan']"
2474,Vizzking,5,2022-04-11 20:38:45,memang terbaik jaringannya pelayanannnyanyaman pakainya ngga rugi bayar mahal juga indihome the best udah tahun berlangganan soalnya punya akun dirumah orang tua lagi saya pasang sendirimantap,1,"['memang', 'terbaik', 'jaringannya', 'pelayanannnyanyaman', 'pakainya', 'ngga', 'rugi', 'bayar', 'mahal', 'juga', 'indihome', 'the', 'best', 'udah', 'tahun', 'berlangganan', 'soalnya', 'punya', 'akun', 'dirumah', 'orang', 'tua', 'lagi', 'saya', 'pasang', 'sendirimantap']",<FreqDist with 26 samples and 26 outcomes>,"['terbaik', 'jaringannya', 'pelayanannnyanyaman', 'pakainya', 'ngga', 'rugi', 'bayar', 'mahal', 'indihome', 'best', 'berlangganan', 'akun', 'dirumah', 'tua', 'pasang', 'sendirimantap']","['terbaik', 'jaringannya', 'pelayanannnyanyaman', 'pakainya', 'ngga', 'rugi', 'bayar', 'mahal', 'indihome', 'best', 'berlangganan', 'akun', 'dirumah', 'tua', 'pasang', 'sendirimantap']","['baik', 'jaring', 'pelayanannnyanyaman', 'pakai', 'ngga', 'rugi', 'bayar', 'mahal', 'indihome', 'best', 'langgan', 'akun', 'rumah', 'tua', 'pasang', 'sendirimantap']"
2475,Avia Anggraini,4,2022-04-11 13:18:59,aplikasi ini sangat membantu di saat butuh kenaikan speed tdk perlu ke kantor telkom cukup lewat aplikasi ini otomatis ter up date semoga ke depannya lebih baik lagi,1,"['aplikasi', 'ini', 'sangat', 'membantu', 'di', 'saat', 'butuh', 'kenaikan', 'speed', 'tdk', 'perlu', 'ke', 'kantor', 'telkom', 'cukup', 'lewat', 'aplikasi', 'ini', 'otomatis', 'ter', 'up', 'date', 'semoga', 'ke', 'depannya', 'lebih', 'baik', 'lagi']",<FreqDist with 25 samples and 28 outcomes>,"['aplikasi', 'membantu', 'butuh', 'kenaikan', 'speed', 'kantor', 'telkom', 'aplikasi', 'otomatis', 'up', 'date', 'semoga', 'depannya']","['aplikasi', 'membantu', 'butuh', 'kenaikan', 'speed', 'kantor', 'telkom', 'aplikasi', 'otomatis', 'up', 'date', 'semoga', 'depannya']","['aplikasi', 'bantu', 'butuh', 'naik', 'speed', 'kantor', 'telkom', 'aplikasi', 'otomatis', 'up', 'date', 'moga', 'depan']"
2476,Deneb Iswandi,1,2022-04-11 13:00:23,kenapa nggk muncul pemakaian internet saya di aplikasi myindihome tertulis gb tolong lah di perbaiki app nya supaya saya bisa tahu pemakaian internet saya berapa segera,-1,"['kenapa', 'nggk', 'muncul', 'pemakaian', 'internet', 'saya', 'di', 'aplikasi', 'myindihome', 'tertulis', 'gb', 'tolong', 'lah', 'di', 'perbaiki', 'app', 'nya', 'supaya', 'saya', 'bisa', 'tahu', 'pemakaian', 'internet', 'saya', 'berapa', 'segera']",<FreqDist with 21 samples and 26 outcomes>,"['nggk', 'muncul', 'pemakaian', 'internet', 'aplikasi', 'myindihome', 'tertulis', 'gb', 'tolong', 'perbaiki', 'app', 'pemakaian', 'internet']","['nggk', 'muncul', 'pemakaian', 'internet', 'aplikasi', 'myindihome', 'tertulis', 'gb', 'tolong', 'perbaiki', 'app', 'pemakaian', 'internet']","['nggk', 'muncul', 'pakai', 'internet', 'aplikasi', 'myindihome', 'tulis', 'gb', 'tolong', 'baik', 'app', 'pakai', 'internet']"
2477,Ricky Lim,1,2022-04-11 07:16:38,salah satu provider terburuk diindonesia gak ada pilihan untuk daerah saya gak bakalan gua pilih ini provider karena terpaksa buat pemutusan aja gak jelas gak guna kalian rekam pembicaraan tiket gak diberikan ke customer malah minta tiket keluhan sudah dicatat dan dinput masih minta nomor tiket kalian cek donk masa customer yang cek nomor tiket kalian cek sendiri telepon pakai nomor apa tiket gak diberikan ke customer ngotot gak bisa lucu ya provider bumn ini,-1,"['salah', 'satu', 'provider', 'terburuk', 'diindonesia', 'gak', 'ada', 'pilihan', 'untuk', 'daerah', 'saya', 'gak', 'bakalan', 'gua', 'pilih', 'ini', 'provider', 'karena', 'terpaksa', 'buat', 'pemutusan', 'aja', 'gak', 'jelas', 'gak', 'guna', 'kalian', 'rekam', 'pembicaraan', 'tiket', 'gak', 'diberikan', 'ke', 'customer', 'malah', 'minta', 'tiket', 'keluhan', 'sudah', 'dicatat', 'dan', 'dinput', 'masih', 'minta', 'nomor', 'tiket', 'kalian', 'cek', 'donk', 'masa', 'customer', 'yang', 'cek', 'nomor', 'tiket', 'kalian', 'cek', 'sendiri', 'telepon', 'pakai', 'nomor', 'apa', 'tiket', 'gak', 'diberikan', 'ke', 'customer', 'ngotot', 'gak', 'bisa', 'lucu', 'ya', 'provider', 'bumn', 'ini']",<FreqDist with 51 samples and 75 outcomes>,"['salah', 'provider', 'terburuk', 'diindonesia', 'pilihan', 'daerah', 'gua', 'pilih', 'provider', 'terpaksa', 'pemutusan', 'rekam', 'pembicaraan', 'tiket', 'customer', 'tiket', 'keluhan', 'dicatat', 'dinput', 'nomor', 'tiket', 'cek', 'customer', 'cek', 'nomor', 'tiket', 'cek', 'telepon', 'pakai', 'nomor', 'tiket', 'customer', 'ngotot', 'lucu', 'provider', 'bumn']","['salah', 'provider', 'terburuk', 'diindonesia', 'pilihan', 'daerah', 'gua', 'pilih', 'provider', 'terpaksa', 'pemutusan', 'rekam', 'pembicaraan', 'tiket', 'customer', 'tiket', 'keluhan', 'dicatat', 'dinput', 'nomor', 'tiket', 'cek', 'customer', 'cek', 'nomor', 'tiket', 'cek', 'telepon', 'pakai', 'nomor', 'tiket', 'customer', 'ngotot', 'lucu', 'provider', 'bumn']","['salah', 'provider', 'buruk', 'indonesia', 'pilih', 'daerah', 'gua', 'pilih', 'provider', 'paksa', 'putus', 'rekam', 'bicara', 'tiket', 'customer', 'tiket', 'keluh', 'catat', 'dinput', 'nomor', 'tiket', 'cek', 'customer', 'cek', 'nomor', 'tiket', 'cek', 'telepon', 'pakai', 'nomor', 'tiket', 'customer', 'ngotot', 'lucu', 'provider', 'bumn']"
2478,Predator Introvet,1,2022-04-11 06:31:04,aplikasi setelah di apgreat semakin buruk fup nya dan pemakaian bulanan di hilangkanlemot kembalikan aplikasi indihome seperti dulu lagiaplikasi gak guna,-1,"['aplikasi', 'setelah', 'di', 'apgreat', 'semakin', 'buruk', 'fup', 'nya', 'dan', 'pemakaian', 'bulanan', 'di', 'hilangkanlemot', 'kembalikan', 'aplikasi', 'indihome', 'seperti', 'dulu', 'lagiaplikasi', 'gak', 'guna']",<FreqDist with 19 samples and 21 outcomes>,"['aplikasi', 'apgreat', 'buruk', 'fup', 'pemakaian', 'bulanan', 'hilangkanlemot', 'kembalikan', 'aplikasi', 'indihome', 'lagiaplikasi']","['aplikasi', 'apgreat', 'buruk', 'fup', 'pemakaian', 'bulanan', 'hilangkanlemot', 'kembalikan', 'aplikasi', 'indihome', 'lagiaplikasi']","['aplikasi', 'apgreat', 'buruk', 'fup', 'pakai', 'bulan', 'hilangkanlemot', 'kembali', 'aplikasi', 'indihome', 'lagiaplikasi']"
2479,iqbal man,1,2022-04-11 05:51:25,lebih baik app versi lawas yang ini lemot bahkan menunya tidak lebih lengkap dari versi lawas tidak ada informasi kecepatan brp wifi yg digunakanbrp gb yg sudah digunakan dri fup sangat buruk,-1,"['lebih', 'baik', 'app', 'versi', 'lawas', 'yang', 'ini', 'lemot', 'bahkan', 'menunya', 'tidak', 'lebih', 'lengkap', 'dari', 'versi', 'lawas', 'tidak', 'ada', 'informasi', 'kecepatan', 'brp', 'wifi', 'yg', 'digunakanbrp', 'gb', 'yg', 'sudah', 'digunakan', 'dri', 'fup', 'sangat', 'buruk']",<FreqDist with 27 samples and 32 outcomes>,"['app', 'versi', 'lawas', 'lemot', 'menunya', 'lengkap', 'versi', 'lawas', 'informasi', 'kecepatan', 'brp', 'wifi', 'digunakanbrp', 'gb', 'dri', 'fup', 'buruk']","['app', 'versi', 'lawas', 'lemot', 'menunya', 'lengkap', 'versi', 'lawas', 'informasi', 'kecepatan', 'brp', 'wifi', 'digunakanbrp', 'gb', 'dri', 'fup', 'buruk']","['app', 'versi', 'lawas', 'lot', 'menu', 'lengkap', 'versi', 'lawas', 'informasi', 'cepat', 'brp', 'wifi', 'digunakanbrp', 'gb', 'dri', 'fup', 'buruk']"
2480,Hananto Hnt,1,2022-04-11 05:47:34,setelah diupdate malah loading lama entah jaringannya yg jelek atau aplikasinya yg jelek yg pasti semuanya itu bernama indihome,-1,"['setelah', 'diupdate', 'malah', 'loading', 'lama', 'entah', 'jaringannya', 'yg', 'jelek', 'atau', 'aplikasinya', 'yg', 'jelek', 'yg', 'pasti', 'semuanya', 'itu', 'bernama', 'indihome']",<FreqDist with 16 samples and 19 outcomes>,"['diupdate', 'loading', 'jaringannya', 'jelek', 'aplikasinya', 'jelek', 'bernama', 'indihome']","['diupdate', 'loading', 'jaringannya', 'jelek', 'aplikasinya', 'jelek', 'bernama', 'indihome']","['diupdate', 'loading', 'jaring', 'jelek', 'aplikasi', 'jelek', 'nama', 'indihome']"
2481,Sanggaruchi Dian Prabowo,5,2022-04-10 21:54:17,aplikasi yang berguna untuk melihat jumlah pemakaian pelayanan gangguan juga bisa di atasi dengan cepat semoga kedepan indihome bisa lebih luas lagi jaringanya sampai ke plosok negri,1,"['aplikasi', 'yang', 'berguna', 'untuk', 'melihat', 'jumlah', 'pemakaian', 'pelayanan', 'gangguan', 'juga', 'bisa', 'di', 'atasi', 'dengan', 'cepat', 'semoga', 'kedepan', 'indihome', 'bisa', 'lebih', 'luas', 'lagi', 'jaringanya', 'sampai', 'ke', 'plosok', 'negri']",<FreqDist with 26 samples and 27 outcomes>,"['aplikasi', 'berguna', 'pemakaian', 'pelayanan', 'gangguan', 'atasi', 'cepat', 'semoga', 'kedepan', 'indihome', 'luas', 'jaringanya', 'plosok', 'negri']","['aplikasi', 'berguna', 'pemakaian', 'pelayanan', 'gangguan', 'atasi', 'cepat', 'semoga', 'kedepan', 'indihome', 'luas', 'jaringanya', 'plosok', 'negri']","['aplikasi', 'guna', 'pakai', 'layan', 'ganggu', 'atas', 'cepat', 'moga', 'depan', 'indihome', 'luas', 'jaringanya', 'plosok', 'negri']"
